1.000000e+00 7.857972e+01 1.000000e+00 1.796747e+02 1.000000e+00 6.256781e+01 1.000000e+00 2.004276e+01 
1.258925e+00 7.857964e+01 1.258925e+00 1.795905e+02 1.258925e+00 6.256773e+01 1.258925e+00 2.004276e+01 
1.584893e+00 7.857951e+01 1.584893e+00 1.794844e+02 1.584893e+00 6.256760e+01 1.584893e+00 2.004276e+01 
1.995262e+00 7.857930e+01 1.995262e+00 1.793510e+02 1.995262e+00 6.256740e+01 1.995262e+00 2.004276e+01 
2.511886e+00 7.857898e+01 2.511886e+00 1.791829e+02 2.511886e+00 6.256707e+01 2.511886e+00 2.004276e+01 
3.162278e+00 7.857846e+01 3.162278e+00 1.789714e+02 3.162278e+00 6.256655e+01 3.162278e+00 2.004276e+01 
3.981072e+00 7.857764e+01 3.981072e+00 1.787051e+02 3.981072e+00 6.256574e+01 3.981072e+00 2.004276e+01 
5.011872e+00 7.857634e+01 5.011872e+00 1.783700e+02 5.011872e+00 6.256444e+01 5.011872e+00 2.004276e+01 
6.309573e+00 7.857429e+01 6.309573e+00 1.779483e+02 6.309573e+00 6.256238e+01 6.309573e+00 2.004276e+01 
7.943282e+00 7.857104e+01 7.943282e+00 1.774177e+02 7.943282e+00 6.255913e+01 7.943282e+00 2.004276e+01 
1.000000e+01 7.856588e+01 1.000000e+01 1.767504e+02 1.000000e+01 6.255398e+01 1.000000e+01 2.004276e+01 
1.258925e+01 7.855773e+01 1.258925e+01 1.759115e+02 1.258925e+01 6.254583e+01 1.258925e+01 2.004276e+01 
1.584893e+01 7.854484e+01 1.584893e+01 1.748580e+02 1.584893e+01 6.253293e+01 1.584893e+01 2.004276e+01 
1.995262e+01 7.852449e+01 1.995262e+01 1.735368e+02 1.995262e+01 6.251258e+01 1.995262e+01 2.004276e+01 
2.511886e+01 7.849242e+01 2.511886e+01 1.718833e+02 2.511886e+01 6.248052e+01 2.511886e+01 2.004276e+01 
3.162278e+01 7.844209e+01 3.162278e+01 1.698212e+02 3.162278e+01 6.243018e+01 3.162278e+01 2.004276e+01 
3.981072e+01 7.836349e+01 3.981072e+01 1.672632e+02 3.981072e+01 6.235158e+01 3.981072e+01 2.004276e+01 
5.011872e+01 7.824176e+01 5.011872e+01 1.641157e+02 5.011872e+01 6.222985e+01 5.011872e+01 2.004276e+01 
6.309573e+01 7.805556e+01 6.309573e+01 1.602902e+02 6.309573e+01 6.204365e+01 6.309573e+01 2.004276e+01 
7.943282e+01 7.777589e+01 7.943282e+01 1.557244e+02 7.943282e+01 6.176398e+01 7.943282e+01 2.004276e+01 
1.000000e+02 7.736652e+01 1.000000e+02 1.504126e+02 1.000000e+02 6.135462e+01 1.000000e+02 2.004276e+01 
1.258925e+02 7.678771e+01 1.258925e+02 1.444423e+02 1.258925e+02 6.077580e+01 1.258925e+02 2.004276e+01 
1.584893e+02 7.600401e+01 1.584893e+02 1.380153e+02 1.584893e+02 5.999211e+01 1.584893e+02 2.004276e+01 
1.995262e+02 7.499453e+01 1.995262e+02 1.314326e+02 1.995262e+02 5.898262e+01 1.995262e+02 2.004276e+01 
2.511886e+02 7.376021e+01 2.511886e+02 1.250325e+02 2.511886e+02 5.774831e+01 2.511886e+02 2.004276e+01 
3.162278e+02 7.232353e+01 3.162278e+02 1.191096e+02 3.162278e+02 5.631163e+01 3.162278e+02 2.004276e+01 
3.981072e+02 7.072066e+01 3.981072e+02 1.138560e+02 3.981072e+02 5.470876e+01 3.981072e+02 2.004276e+01 
5.011872e+02 6.899131e+01 5.011872e+02 1.093503e+02 5.011872e+02 5.297941e+01 5.011872e+02 2.004276e+01 
6.309573e+02 6.717119e+01 6.309573e+02 1.055807e+02 6.309573e+02 5.115928e+01 6.309573e+02 2.004276e+01 
7.943282e+02 6.528864e+01 7.943282e+02 1.024813e+02 7.943282e+02 4.927673e+01 7.943282e+02 2.004276e+01 
1.000000e+03 6.336441e+01 1.000000e+03 9.996238e+01 1.000000e+03 4.735250e+01 1.000000e+03 2.004276e+01 
1.258925e+03 6.141291e+01 1.258925e+03 9.793040e+01 1.258925e+03 4.540100e+01 1.258925e+03 2.004276e+01 
1.584893e+03 5.944379e+01 1.584893e+03 9.629840e+01 1.584893e+03 4.343189e+01 1.584893e+03 2.004276e+01 
1.995262e+03 5.746339e+01 1.995262e+03 9.499047e+01 1.995262e+03 4.145148e+01 1.995262e+03 2.004276e+01 
2.511886e+03 5.547580e+01 2.511886e+03 9.394257e+01 2.511886e+03 3.946389e+01 2.511886e+03 2.004276e+01 
3.162278e+03 5.348364e+01 3.162278e+03 9.310173e+01 3.162278e+03 3.747174e+01 3.162278e+03 2.004276e+01 
3.981072e+03 5.148860e+01 3.981072e+03 9.242461e+01 3.981072e+03 3.547669e+01 3.981072e+03 2.004276e+01 
5.011872e+03 4.949172e+01 5.011872e+03 9.187588e+01 5.011872e+03 3.347982e+01 5.011872e+03 2.004275e+01 
6.309573e+03 4.749369e+01 6.309573e+03 9.142668e+01 6.309573e+03 3.148178e+01 6.309573e+03 2.004275e+01 
7.943282e+03 4.549492e+01 7.943282e+03 9.105328e+01 7.943282e+03 2.948301e+01 7.943282e+03 2.004274e+01 
1.000000e+04 4.349567e+01 1.000000e+04 9.073588e+01 1.000000e+04 2.748377e+01 1.000000e+04 2.004272e+01 
1.258925e+04 4.149612e+01 1.258925e+04 9.045761e+01 1.258925e+04 2.548421e+01 1.258925e+04 2.004270e+01 
1.584893e+04 3.949635e+01 1.584893e+04 9.020370e+01 1.584893e+04 2.348445e+01 1.584893e+04 2.004267e+01 
1.995262e+04 3.749643e+01 1.995262e+04 8.996063e+01 1.995262e+04 2.148452e+01 1.995262e+04 2.004261e+01 
2.511886e+04 3.549635e+01 2.511886e+04 8.971546e+01 2.511886e+04 1.948444e+01 2.511886e+04 2.004252e+01 
3.162278e+04 3.349611e+01 3.162278e+04 8.945515e+01 3.162278e+04 1.748420e+01 3.162278e+04 2.004238e+01 
3.981072e+04 3.149566e+01 3.981072e+04 8.916585e+01 3.981072e+04 1.548374e+01 3.981072e+04 2.004216e+01 
5.011872e+04 2.949489e+01 5.011872e+04 8.883219e+01 5.011872e+04 1.348297e+01 5.011872e+04 2.004180e+01 
6.309573e+04 2.749365e+01 6.309573e+04 8.843645e+01 6.309573e+04 1.148172e+01 6.309573e+04 2.004125e+01 
7.943282e+04 2.549166e+01 7.943282e+04 8.795769e+01 7.943282e+04 9.479710e+00 7.943282e+04 2.004036e+01 
1.000000e+05 2.348850e+01 1.000000e+05 8.737063e+01 1.000000e+05 7.476523e+00 1.000000e+05 2.003895e+01 
1.258925e+05 2.148350e+01 1.258925e+05 8.664447e+01 1.258925e+05 5.471473e+00 1.258925e+05 2.003673e+01 
1.584893e+05 1.947557e+01 1.584893e+05 8.574147e+01 1.584893e+05 3.463481e+00 1.584893e+05 2.003320e+01 
1.995262e+05 1.746306e+01 1.995262e+05 8.461534e+01 1.995262e+05 1.450859e+00 1.995262e+05 2.002762e+01 
2.511886e+05 1.544334e+01 2.511886e+05 8.320968e+01 2.511886e+05 -5.690357e-01 2.511886e+05 2.001879e+01 
3.162278e+05 1.341236e+01 3.162278e+05 8.145663e+01 3.162278e+05 -2.600291e+00 3.162278e+05 2.000483e+01 
3.981072e+05 1.136394e+01 3.981072e+05 7.927634e+01 3.981072e+05 -4.649157e+00 3.981072e+05 1.998280e+01 
5.011872e+05 9.288785e+00 5.011872e+05 7.657853e+01 5.011872e+05 -6.725002e+00 5.011872e+05 1.994812e+01 
6.309573e+05 7.173441e+00 6.309573e+05 7.326787e+01 6.309573e+05 -8.841446e+00 6.309573e+05 1.989373e+01 
7.943282e+05 4.999281e+00 7.943282e+05 6.925599e+01 7.943282e+05 -1.101735e+01 7.943282e+05 1.980895e+01 
1.000000e+06 2.742589e+00 1.000000e+06 6.448237e+01 1.000000e+06 -1.327680e+01 1.000000e+06 1.967796e+01 
1.258925e+06 3.772225e-01 1.258925e+06 5.894168e+01 1.258925e+06 -1.564652e+01 1.258925e+06 1.947836e+01 
1.584893e+06 -2.118519e+00 1.584893e+06 5.270303e+01 1.584893e+06 -1.814915e+01 1.584893e+06 1.918020e+01 
1.995262e+06 -4.751679e+00 1.995262e+06 4.589418e+01 1.995262e+06 -2.079316e+01 1.995262e+06 1.874716e+01 
2.511886e+06 -7.506127e+00 2.511886e+06 3.863531e+01 2.511886e+06 -2.356467e+01 2.511886e+06 1.814122e+01 
3.162278e+06 -1.034111e+01 3.162278e+06 3.094161e+01 3.162278e+06 -2.642635e+01 3.162278e+06 1.733167e+01 
3.981072e+06 -1.319891e+01 3.981072e+06 2.263071e+01 3.981072e+06 -2.932561e+01 3.981072e+06 1.630567e+01 
5.011872e+06 -1.602096e+01 5.011872e+06 1.327928e+01 5.011872e+06 -3.221138e+01 5.011872e+06 1.507511e+01 
6.309573e+06 -1.876660e+01 6.309573e+06 2.274921e+00 6.309573e+06 -3.505332e+01 6.309573e+06 1.367553e+01 
7.943282e+06 -2.142404e+01 7.943282e+06 -1.103438e+01 7.943282e+06 -3.785274e+01 7.943282e+06 1.215876e+01 
1.000000e+07 -2.400820e+01 1.000000e+07 -2.714539e+01 1.000000e+07 -4.063877e+01 1.000000e+07 1.058457e+01 
1.258925e+07 -2.654887e+01 1.258925e+07 -4.622429e+01 1.258925e+07 -4.345219e+01 1.258925e+07 9.015307e+00 
1.584893e+07 -2.907804e+01 1.584893e+07 -6.799518e+01 1.584893e+07 -4.632556e+01 1.584893e+07 7.513127e+00 
1.995262e+07 -3.162281e+01 1.995262e+07 -9.171431e+01 1.995262e+07 -4.926862e+01 1.995262e+07 6.137012e+00 
2.511886e+07 -3.420375e+01 2.511886e+07 -1.162361e+02 2.511886e+07 -5.226460e+01 2.511886e+07 4.936813e+00 
3.162278e+07 -3.683296e+01 3.162278e+07 -1.401630e+02 3.162278e+07 -5.527563e+01 3.162278e+07 3.944724e+00 
